topic_no,score,title,date,link,source
6,0.9674965,प्रस्तावित प्रधानन्यायाधीश विश्वम्भरप्रसाद श्रेष्ठको संसदीय सुनुवाइ जारी,"सोमबार, भदौ ४, २०८०",https://www.setopati.com/politics/309862,Setopati
6,0.95765114,प्रधानन्यायाधीशमा सिफारिस चोलेन्द्रशमशेर जबराको सुनुवाइ प्रक्रिया सुरू,"आइतबार, पुस १, २०७५",https://www.setopati.com/politics/171637,Setopati
6,0.9550955,"जोशीको न्यायाधीश पद कायमै, अब को होलान् प्रधानन्यायाधीश ?","शुक्रबार, साउन १८, २०७५",https://www.setopati.com/politics/164540,Setopati
7,0.98427004,ओली र देउवालाई भेटेपछि भट्टराईको निवासमा छलफल गर्दै जसपा शीर्ष नेता,"आइतबार, वैशाख २६, २०७८",https://www.setopati.com/politics/236987,Setopati
7,0.9812469,"बालुवाटारमा प्रधानमन्त्री देउवा, प्रचण्ड र नेपालबीच भेटवार्ता","आइतबार, भदौ १३, २०७८",https://www.setopati.com/politics/247376,Setopati
7,0.9773221,प्रधानमन्त्री प्रचण्ड र एमाले अध्यक्ष ओलीबीच छलफलपछि बोलाइयो उच्चस्तरीय राजनीतिक संयन्त्रको बैठक,"सोमबार, माघ २, २०७९",https://www.setopati.com/politics/292281,Setopati
7,0.97732115,प्रधानमन्त्री देउवासँग भेटेपछि प्रचण्डले गरे माधव नेपालसँग छलफल,"बिहीबार, साउन १४, २०७८",https://www.setopati.com/politics/244596,Setopati
7,0.9773146,मन्त्रिपरिषद र सत्ता साझेदार दलको बैठक बस्दै,"बिहीबार, पुस २८, २०७९",https://www.setopati.com/politics/291912,Setopati
7,0.97561467,जसपा कार्यकारिणी समितिको बैठक स्थगित,"बिहीबार, चैत ५, २०७७",https://www.setopati.com/politics/232239,Setopati
7,0.974987,"सकियो सत्ता गठबन्धनको बैठक, न्यूनतम साझा कार्यक्रमको मस्यौदा पेश","मंगलबार, चैत १४, २०७९",https://www.setopati.com/politics/298104,Setopati
7,0.9685455,माधव नेपाललाई भेटे प्रचण्ड र उपेन्द्र यादवले,"मंगलबार, साउन ५, २०७८",https://www.setopati.com/politics/243745,Setopati
8,0.9604024,थप दुई सय अर्ब डलरका चिनियाँ सामानमा २५ प्रतिशत कर लगाउने ट्रम्पको घोषणा,"मंगलबार, वैशाख २४, २०७६",https://www.setopati.com/politics/180186,Setopati
8,0.9368259,चीनले छोडेन ताइवान वरिपरि सैन्य अभ्यास गर्न,"सोमबार, साउन २३, २०७९",https://www.setopati.com/politics/279034,Setopati
8,0.93315303,अमेरिकाले लगायो थप २ सय अर्ब डलरका चिनियाँ सामानमा २५ प्रतिशत कर,"शुक्रबार, वैशाख २७, २०७६",https://www.setopati.com/politics/180367,Setopati
8,0.93015367,किन ताइवान गइन् पेलोसी?,"बुधबार, साउन १८, २०७९",https://www.setopati.com/politics/278605,Setopati
8,0.9236721,नेपाली एयरलाइन्सलाई अनुमति नदिएको चीन उडान संख्या थप्ने लविङमा,"शुक्रबार, जेठ ३१, २०७६",https://www.setopati.com/politics/182555,Setopati
8,0.9170893,ताइवानलक्षित चीनको सैन्य अभ्यासलाई अमेरिकाले भन्यो- उत्तेजक र गैर जिम्मेवार,"आइतबार, साउन २२, २०७९",https://www.setopati.com/politics/278931,Setopati
8,0.9132802,ताइवान गएकी पेलोसीमाथि चीनले घोषणा गर्‍यो प्रतिबन्ध,"शुक्रबार, साउन २०, २०७९",https://www.setopati.com/politics/278816,Setopati
8,0.9018284,"ट्रम्प भन्छन्- राष्ट्रपति सीले सुन्दर चिठी पठाएका छन्, व्यापार वार्ता टुंगिन सक्छ","शुक्रबार, वैशाख २७, २०७६",https://www.setopati.com/politics/180357,Setopati
9,0.9948115,पूर्वमन्त्री टोपबहादुर रायमाझीका छोरा सन्दीप बुटवलबाट पक्राउ,"बुधबार, वैशाख २०, २०८०",https://www.setopati.com/politics/301196,Setopati
9,0.9943299,एमाले सचिव टोपबहादुर रायमाझी र उनका छोराविरूद्ध पनि पक्राउ पुर्जी,"बुधबार, वैशाख २०, २०८०",https://www.setopati.com/politics/301137,Setopati
9,0.99412495,पूर्वगृहमन्त्री बादलका छोराविरूद्ध पनि पक्राउ पुर्जी,"बुधबार, वैशाख २०, २०८०",https://www.setopati.com/politics/301144,Setopati
9,0.9912149,पूर्वगृहमन्त्री बालकृष्ण खाण उनकै निवासबाट पक्राउ ,"बुधबार, वैशाख २७, २०८०",https://www.setopati.com/politics/301678,Setopati
9,0.990342,नक्कली भुटानी शरणार्थी प्रकरणमा दोषी कोही नउम्किऊन् भनेर निर्देशन दिएको छु: गृहमन्त्री श्रेष्ठ,"बुधबार, वैशाख २०, २०८०",https://www.setopati.com/politics/301185,Setopati
9,0.9776396,"पक्राउ पुर्जी जारी भएपछि टोपबहादुर भन्छन्- दलालहरू के/के गर्छन्, मलाई केही थाहा छैन","बुधबार, वैशाख २०, २०८०",https://www.setopati.com/politics/301151,Setopati
9,0.96814287,सचिव पाण्डेलाई ३ दिन हिरासतमा राख्न अनुमति,"बुधबार, वैशाख २०, २०८०",https://www.setopati.com/politics/301159,Setopati
9,0.9593308,प्रहरी नियन्त्रणमा पूर्वगृहमन्त्री खाण (तस्बिरहरू),"बुधबार, वैशाख २७, २०८०",https://www.setopati.com/politics/301713,Setopati
10,0.9189738,डा. केसीलाई भेट्न पुगे अर्जुननरसिंह केसी,"मंगलबार, माघ १५, २०७५",https://www.setopati.com/politics/174321,Setopati
10,0.81347275,"माग पूरा गर अनसन तोड्छु, उठाएर काठमाडौं लैजाने होइन : डाक्टर केसी(अडियोसहित)","आइतबार, असार ३१, २०७५",https://www.setopati.com/politics/163428,Setopati
11,0.9773175,एमसिसीको प्रतिक्रिया- संसदीय अनुमोदनपछि कार्यान्वयनको बाटो खुल्यो,"बुधबार, फागुन १८, २०७८",https://www.setopati.com/politics/263551,Setopati
11,0.9444056,"आज एमसिसीको बोर्ड बैठक बस्दै, एजेन्डामा नेपाल पनि","मंगलबार, मंसिर २८, २०७८",https://www.setopati.com/politics/256839,Setopati
11,0.92302907,व्याख्यात्मक टिप्पणीसहित एमसिसी पास गर्ने माओवादी केन्द्रको निर्णय,"आइतबार, फागुन १५, २०७८",https://www.setopati.com/politics/263232,Setopati
11,0.9182378,एमसिसीलाई लेखिएको पत्रबारे प्रचण्डको सचिवालयले दियो प्रष्टीकरण,"आइतबार, माघ २३, २०७८",https://www.setopati.com/politics/261575,Setopati
11,0.9168048,जब सांसदहरूका हातमा पर्‍यो एमसिसीको १२ बुँदे व्याख्यात्मक घोषणा (तस्बिरहरू),"आइतबार, फागुन १५, २०७८",https://www.setopati.com/politics/263332,Setopati
11,0.8873309,संशोधन नगरी एमसिसी अनुमोदन गर्नु राष्ट्रघाती काम हुन्छ: भीम रावल,"बुधबार, साउन १३, २०७८",https://www.setopati.com/politics/244500,Setopati
11,0.8861271,एमसिसी पास गर्न ढिलाइ गरे पैसा अन्तै जान्छ: अमेरिकी सहायक विदेश मन्त्री,"शुक्रबार, मंसिर ३, २०७८",https://www.setopati.com/politics/254428,Setopati
11,0.87384343,देउवा र प्रचण्डलाई एमसिसीको जवाफ: फेब्रुअरी २८ सम्म निर्णय गर्नुभएन भने अर्को कदमबारे छलफल हुन्छ,"आइतबार, माघ २३, २०७८",https://www.setopati.com/politics/261511,Setopati
13,0.819764,विमान इन्जिन मर्मत तथा भाडासम्बन्धी टेन्डर आह्वान प्रक्रिया तत्काल रोक्न लेखा समितिको निर्देशन,"शुक्रबार, फागुन १०, २०७५",https://www.setopati.com/politics/175846,Setopati
13,0.8060135,विदेशमा पनि नेपाली पाठ्यक्रमअनुसार पठनपाठन सञ्चालन गर्न स्वीकृति,"शुक्रबार, चैत २७, २०७७",https://www.setopati.com/politics/234081,Setopati
14,0.98258233,"प्रधानमन्त्रीअघि देउवा बोल्न पाउनु पर्ने कांग्रेसको माग, संसद बैठक प्रभावित","मंगलबार, असार ३, २०७६",https://www.setopati.com/politics/182857,Setopati
14,0.9721372,एमाले सांसदको नाराबाजीपछि प्रतिनिधि सभा बैठक १५ मिनेटका लागि स्थगित,"शुक्रबार, भदौ २५, २०७८",https://www.setopati.com/politics/248491,Setopati
14,0.9651721,बोल्न नपाएको भन्दै कांग्रेस र राजपाले गरे संसद अवरूद्ध,"बिहीबार, असार २६, २०७६",https://www.setopati.com/politics/185496,Setopati
14,0.96387637,सदनमा उठेका प्रश्नको जवाफ दिन सभामुखको रूलिङ,"सोमबार, चैत २७, २०७९",https://www.setopati.com/politics/299237,Setopati
14,0.9605042,पहिला देउवा बोल्ने कि ओली भन्ने विवादले संसदमा हंगामा ( तस्बिरहरू),"मंगलबार, असार ३, २०७६",https://www.setopati.com/politics/182864,Setopati
14,0.95936656,सभामुख घिमिरेले बोलाए सर्वदलीय बैठक,"शनिबार, माघ ७, २०७९",https://www.setopati.com/politics/292698,Setopati
14,0.9591261,प्रधानमन्त्रीले सम्बोधन गर्न खोज्दा कांग्रेसद्वारा रोष्ट्रम घेराउ,"मंगलबार, असार ३, २०७६",https://www.setopati.com/politics/182859,Setopati
14,0.9520938,"संसदमा हंगामा, कड्किए प्रधानमन्त्री (तस्बिरहरू)","बुधबार, वैशाख २५, २०७६",https://www.setopati.com/politics/180213,Setopati
15,0.987954,रावलको सट्टा सुदूरपश्चिमको इन्चार्जमा लेखराज भट्टलाई नै निरन्तरता दिन ओलीको प्रस्ताव,"आइतबार, भदौ २७, २०७८",https://www.setopati.com/politics/248679,Setopati
15,0.9796815,नेपाल पक्षमा नलागेका स्थायी कमिटी सदस्यहरुको निष्कर्ष- दुवै पक्षले निर्णय सच्याउनुपर्छ,"बिहीबार, भदौ ३, २०७८",https://www.setopati.com/politics/246627,Setopati
15,0.979248,नेपाल पक्षीय कार्यदलका नेताको प्रस्ताव- शुक्रबारको संसदीय दल बैठक सारौं,"बिहीबार, असार ३१, २०७८",https://www.setopati.com/politics/243331,Setopati
15,0.97832423,नेपाल पक्षीय स्थायी कमिटी सदस्यको बैठक जारी,"बिहीबार, असार १७, २०७८",https://www.setopati.com/politics/242018,Setopati
15,0.97621316,"धुम्बाराही बैठकमा नेकपाका पाँच सचिवालय सदस्य सहभागी, बादल पनि गएनन्","शुक्रबार, कात्तिक २१, २०७७",https://www.setopati.com/politics/220944,Setopati
15,0.976211,महाधिवेशन आयोजक कमिटी बैठकअघि बालुवाटारमा एमाले स्थायी कमिटी बैठक बस्दै,"आइतबार, वैशाख १२, २०७८",https://www.setopati.com/politics/235617,Setopati
15,0.97364175,नेपाललाई साथ नदिएका एमाले नेताहरू ओलीसँग वार्ता गर्न बालकोटमा,"सोमबार, भदौ ७, २०७८",https://www.setopati.com/politics/246853,Setopati
15,0.97289175,पार्टीलाई २०७५ जेठ २ गतेको स्थितिमा फर्काउने एमालेको निर्णय,"मंगलबार, असार १५, २०७८",https://www.setopati.com/politics/241881,Setopati
17,0.8246744,"कालोमोसो दल्नेलाई पार्टीले तत्काल सदस्यता खारेज गर्छ, थप कारबाही गरिन्छ: महामन्त्री शर्मा","सोमबार, साउन ८, २०८०",https://www.setopati.com/politics/307748,Setopati
18,0.9876506,कांग्रेसले हिमाली जिल्लामा दसैंअघि नै जिल्ला अधिवेशन गर्ने,"बिहीबार, असोज ७, २०७८",https://www.setopati.com/politics/249747,Setopati
18,0.96952486,प्रदेश सभा निर्वाचन क्षेत्रमा आज कांग्रेसको अधिवेशन,"शुक्रबार, मंसिर ३, २०७८",https://www.setopati.com/politics/254363,Setopati
18,0.9576027,५७ उपसचिवको सरूवा (सूचीसहित),"मंगलबार, पुस २०, २०७८",https://www.setopati.com/politics/258687,Setopati
18,0.9509213,काठमाडौंमै कांग्रेसको वडा अधिवेशन अनिश्चित,"बिहीबार, भदौ १७, २०७८",https://www.setopati.com/politics/247744,Setopati
18,0.917759,प्रदेशमा अपुग कर्मचारी राख्न लोकसेवाबाट विज्ञापन खुलाइन्छ: मन्त्री पण्डित,"आइतबार, भदौ १५, २०७६",https://www.setopati.com/politics/188932,Setopati
18,0.907328,सङ्घीय मामिला तथा सामान्य प्रशासनले माग्यो स्थानीय तहसँग कर्मचारी विवरण,"आइतबार, भदौ २४, २०७५",https://www.setopati.com/politics/166646,Setopati
18,0.9024685,सरुवा रोकेर सरकारले थाल्यो कर्मचारी समायोजन,"बुधबार, मंसिर २६, २०७५",https://www.setopati.com/politics/171394,Setopati
18,0.89010084,"फागुन ३ भित्र कर्मचारी समायोजन सक्ने, फारम नभर्नेलाई पनि खटाइने","आइतबार, माघ ६, २०७५",https://www.setopati.com/politics/173727,Setopati
19,0.9349888,गृहका ४० अधिकारीको सरूवा तथा पदस्थापन (सूची),"बिहीबार, कात्तिक १६, २०८०",https://www.setopati.com/politics/315122,Setopati
19,0.912081,आजबाट निर्वाचन आचारसंहिता हट्यो,"मंगलबार, जेठ १०, २०७९",https://www.setopati.com/politics/272246,Setopati
19,0.91014475,विश्वराज पोखरेल एआइजीमा सिफारिस,"सोमबार, मंसिर १५, २०७७",https://www.setopati.com/politics/222540,Setopati
19,0.8939964,"सिंह, धानुक र पन्तलाई एआइजी बढुवा गर्ने मन्त्रिपरिषदको निर्णय","बिहीबार, चैत १७, २०७८",https://www.setopati.com/politics/266255,Setopati
19,0.881057,डिआइजी सहकुल थापा नेपाल प्रहरीको एआइजीमा बढुवा,"सोमबार, असार १४, २०७८",https://www.setopati.com/politics/241785,Setopati
19,0.8572119,एक वर्ष नपुग्दै नेपाल प्रहरीमा फेरि थपियो एआइजीको दरबन्दी,"सोमबार, असार १४, २०७८",https://www.setopati.com/politics/241784,Setopati
19,0.8528259,"तीन दिनभित्र एआइजी नियुक्ति अघि बढ्ने, प्रतिस्पर्धामा आधा दर्जन","शुक्रबार, फागुन ६, २०७८",https://www.setopati.com/politics/262558,Setopati
19,0.85122913,निर्वाचन आचारसंहिता राजपत्रमा प्रकाशित,"मंगलबार, भदौ १४, २०७९",https://www.setopati.com/politics/280946,Setopati
20,0.9271468,भेनजुयलामाथि अमेरिकी हस्तक्षेप अस्वीकार्य : प्रचण्ड,"शुक्रबार, माघ ११, २०७५",https://www.setopati.com/politics/174100,Setopati
20,0.91414344,भेनेजुयला ब्रिफिङ : भएको के हो?,"मंगलबार, माघ २२, २०७५",https://www.setopati.com/politics/174782,Setopati
20,0.89096814,अन्तर्राष्ट्रिय मानवीय सहायता रोक्ने मडुरोको उपाय,"शुक्रबार, माघ २५, २०७५",https://www.setopati.com/politics/174958,Setopati
20,0.8792872,अमेरिकाले पठाएको राहत रोक्न पुल बन्द गरेका मडुरो भन्छन्- रूसले सामान पठाउँदैछ,"मंगलबार, फागुन ७, २०७५",https://www.setopati.com/politics/175613,Setopati
20,0.8778032,प्रचण्डले अमेरिकाको आलोचना गरेको भेनेजुयला विवाद के हो?,"शनिबार, माघ १२, २०७५",https://www.setopati.com/politics/174115,Setopati
20,0.87683713,कोलम्बियासँगको पुलमा कन्टेनर तेर्स्याएका मडुरोले ब्राजिलतिरको सीमा पनि बन्द गर्ने,"शुक्रबार, फागुन १०, २०७५",https://www.setopati.com/politics/175834,Setopati
20,0.87047225,मडुरोका गुप्तचरले कारसहित उठाए गुवाइदोका उपाध्यक्ष,"बिहीबार, वैशाख २६, २०७६",https://www.setopati.com/politics/180306,Setopati
20,0.8201306,भेनेजुयलाबारे ओलीसँग सल्लाह नै नगरी प्रचण्डको विज्ञप्ति!,"आइतबार, माघ १३, २०७५",https://www.setopati.com/politics/174182,Setopati
21,0.91824156,के छ राष्ट्रपतिले प्रमाणीकरण गरेको नागरिकता विधेयकमा? (पूर्णपाठ),"शुक्रबार, जेठ १९, २०८०",https://www.setopati.com/politics/303662,Setopati
21,0.8874396,नयाँ कानुन अनुसार आइतबारदेखि नागरिकता दिइने,"शुक्रबार, जेठ १९, २०८०",https://www.setopati.com/politics/303720,Setopati
21,0.87841797,"गृह मन्त्रालय, बच्चा जन्माउने आमाले हो कि मावलीले?","शुक्रबार, चैत २४, २०७९",https://www.setopati.com/politics/298914,Setopati
21,0.86537635,प्रस्तावित कानुनअनुसार कसरी पाइन्छ आमाको नामबाट नागरिकता?,"मंगलबार, असार ९, २०७७",https://www.setopati.com/politics/209705,Setopati
21,0.85772663,रवि लामिछानेको नागरिकता र पासपोर्ट विवादमा काठमाडौं प्रहरीले थाल्यो अनुसन्धान,"शुक्रबार, मंसिर १६, २०७९",https://www.setopati.com/politics/288775,Setopati
21,0.8428946,बाबुको पहिचान नभएको स्वघोषणा गरे आमाको नामबाट नागरिकता पाइने,"आइतबार, जेठ ९, २०७८",https://www.setopati.com/politics/238421,Setopati
21,0.8406981,संसदमा नागरिकता विधेयक पारित भए के-के हुन्छ परिवर्तन?,"शुक्रबार, साउन ६, २०७९",https://www.setopati.com/politics/277540,Setopati
21,0.83877736,"राष्ट्रिय सभाबाट पनि नागरिकता विधेयक पारित, राष्ट्रपतिले प्रमाणीकरण गरेपछि लागू हुने","बिहीबार, साउन १२, २०७९",https://www.setopati.com/politics/278114,Setopati
22,0.9756178,भूकम्पपीडितलाई अस्थायी आवास बनाउन प्रतिपरिवार ५० हजार दिइने,"आइतबार, कात्तिक २६, २०८०",https://www.setopati.com/politics/315887,Setopati
22,0.9653708,बाढीपहिरो पीडितको उद्धार र राहतलाई प्रभावकारी बनाउन प्रचण्डको माग,"बुधबार, असार २, २०७८",https://www.setopati.com/politics/240619,Setopati
22,0.9624962,कांग्रेसले भूकम्प पीडितको सहयोगका लागि ५० लाख दिने,"शनिबार, कात्तिक १८, २०८०",https://www.setopati.com/politics/315241,Setopati
22,0.9437384,भूकम्प प्रभावितको उद्धार तथा राहतमा जुट्न राष्ट्रपतिको अपिल,"शनिबार, कात्तिक १८, २०८०",https://www.setopati.com/politics/315219,Setopati
22,0.9424575,कांग्रेसले सरकारलाई भन्यो- बझाङ भूकम्प प्रभावितलाई राहत देऊ,"बुधबार, असोज १७, २०८०",https://www.setopati.com/politics/313179,Setopati
22,0.94090044,बाढीपहिरो पीडितलाई राहत दिने सरकारको निर्णय,"बुधबार, कात्तिक ३, २०७८",https://www.setopati.com/politics/251709,Setopati
22,0.93559784,बझाङका भूकम्पपीडितलाई अस्थायी घर बनाउन सरकारले ५० हजार रुपैयाँ दिने,"शुक्रबार, असोज १९, २०८०",https://www.setopati.com/politics/313366,Setopati
